CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,UNICEFReportRegion
Bosnia & Herzegovina,Bosnia and Herzegovina,147,BIH,70,BHG,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","","","","","","","","","","","","","","","",Fragile,Fragile,Fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","",HAC,HAC,"",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,"","","","",Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"",ECE_West Balkans (ST7),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Eastern Europe and Central Asia
Belarus,Belarus,148,BLR,112,BSR,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","","","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Europe,Eastern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Eastern Europe,"","","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),ECE_Eurasian Economic Union (EAEU),"","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Eastern Europe and Central Asia
Belize,Belize,111,BLZ,84,BZE,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,SIDS,Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Bolivia,Bolivia (Plurinational State of),109,BOL,68,BOL,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,LLDC,Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","",Landlocked developing countries,"","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"",Landlocked developing countries (LLDCs),"","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"",GAVI,Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Brazil,Brazil,110,BRA,76,BRZ,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Barbados,Barbados,108,BRB,52,BAR,Latin America and the Caribbean,Latin America and the Caribbean,"","",Caribbean,SIDS,Latin America and Caribbean,Programme countries,"",Eastern Caribbean Area,Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Brunei,Brunei Darussalam,92,BRN,96,BRI,South-eastern Asia,South-eastern Asia,"","","","",Non-programme countries,"","","",Western Pacific,East Asia and Pacific,"",High income,High income,"",Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC High income: nonOECD,OIC High income,"","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Asia,South-Eastern Asia,"",Eastern and South-Eastern Asia,South-Eastern Asia,"","",South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Eastern and South-Eastern Asia,Asia,South-Eastern Asia,South-Eastern Asia,"","","","","",Non conflict,East Asia and Pacific,"","","","","","","","","",Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","",EAPR Countries,EAPR Countries (excluding China),"","",ASEAN Countries,"","","","","","","",ESCAP_ASEAN (ASEAN),"","","",ESCAP_South-East Asia (SEA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB High Income Economies,"","","","","",East Asia and Pacific
Bhutan,Bhutan,69,BTN,64,BTN,Southern Asia,Southern Asia excluding India,"","","",LLDC,South Asia,Programme countries,"","",South-East Asia,South Asia,South Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,"",Landlocked developing countries,"","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,"",Landlocked developing countries (LLDCs),"","","",Non conflict,South Asia,"",South Asia,"",Lower middle income,Low and middle income,South Asia,"",Lower middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),"","",ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Lower Middle Income Economies,"","","","","",South Asia
Botswana,Botswana,15,BWA,72,BTW,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,"","",LLDC,Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"","","","",Southern African Development Community (SADC),"",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Africa,Southern Africa,"",Sub-Saharan Africa,"","",Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Southern Africa,Sub-Saharan Africa (inc. Sudan),"",Landlocked developing countries (LLDCs),"","","",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,"","","","",Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,African Group,"","",Non-humanitarian,Non-high burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,"","",ECA_Land-locked countries,"",ECA_Non-Oil Producing,"",ECA_Mineral-rich countries,"","",ECA_Sub-Saharan Africa,"","","","","","","",ECA_Southern Africa Customs Union (SACU),Eastern and Southern Africa
Central African Republic,Central African Republic,26,CAF,140,CAR,Sub-Saharan Africa,Sub-Saharan Africa,Central Africa,Least developed countries,"",LLDC,West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Central Africa,Africa,Central Africa,"","",Community of Sahel-Saharan States (CEN-SAD),Economic Community of Central African States (ECCAS),"","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,"",Africa,Middle Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),HAC,"",Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Humanitarian,High burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Central Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,"",ECA_CEN-SAD,"",ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Non-Oil Producing,ECA_Least developed countries,ECA_Mineral-rich countries,ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Canada,Canada,171,CAN,124,CAN,"","","","","","",Non-programme countries,"","","",Americas,North America,"",High income,High income,"",Northern America,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Northern America,"",Europe and Northern America,Northern America,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Northern America,Northern America,"","","","","","","",North America,"","","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_North America (NAM),"","","","","","","","","","","","","","","","","","","","","",North America
Switzerland,Switzerland,193,CHE,756,SWZ,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Western Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Western Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Chile,Chile,113,CHL,152,CLE,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
China,China,93,CHN,156,CHN,Eastern Asia,"","","","","",East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,"","","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,Eastern Asia,"",Eastern and South-Eastern Asia,Eastern Asia,"","","","",Eastern and South-Eastern Asia,Asia,Eastern Asia,Eastern Asia (excluding Japan),"","","","","",Non conflict,East Asia and Pacific,"","","","","",East Asia and Pacific,"",Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","",EAPR Program Countries,"","","",EAPR Countries,"","","","","","","","","","","","","","","",ESCAP_East and North-East Asia (ENEA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Upper Middle Income Economies,"","","","","",East Asia and Pacific
Cote d Ivoire,Côte d'Ivoire,43,CIV,384,IVC,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,"","","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,OIC,Africa,OIC Lower middle income,OIC Middle income,Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Western Africa,"",Sub-Saharan Africa,"","","","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),"","","","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,High burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,"","","",ECA_Oil producing economies,"","","","",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
